name,year,selling_price,km_driven,fuel,transmission
Mahindra Scorpio VLX 2WD AT BSIII,2014,800000,80000,Diesel,Automatic
Maruti A-Star Vxi,2011,347000,30000,Petrol,Manual
Mahindra XUV500 W8 2WD,2014,1000000,120000,Diesel,Manual
Hyundai EON Sportz,2016,300000,35000,Petrol,Manual
Tata Tigor 1.2 Revotron XZ,2017,493000,40000,Petrol,Manual
Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Manual
Maruti Swift Dzire ZDi,2008,250000,90000,Diesel,Manual
Datsun RediGO 1.0 T Option,2017,300000,20000,Petrol,Manual
Renault KWID Climber 1.0 AMT,2017,450000,40000,Petrol,Automatic
Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Manual
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,6544,Diesel,Manual
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,50000,Diesel,Manual
Hyundai i20 Magna 1.2,2016,600000,10000,Petrol,Manual
Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Manual
Hyundai Grand i10 SportZ Edition,2015,360000,30000,Petrol,Manual
Maruti Swift Dzire VXi,2012,285000,69000,Petrol,Manual
Mahindra KUV 100 mFALCON D75 K8,2016,350000,49600,Diesel,Manual
Hyundai i10 Era,2008,130000,30000,Petrol,Manual
Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,500000,198000,Diesel,Manual
Hyundai i20 Asta (o),2010,350000,80000,Petrol,Manual
Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Automatic
Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Manual
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Manual
Maruti Ertiga BSIV VXI,2017,765000,40000,Petrol,Manual
Maruti Swift VDI,2012,450000,97000,Diesel,Manual
Tata Estate Std,1999,78000,80000,Diesel,Manual
Nissan Micra Active XV,2014,390000,30000,Petrol,Manual
Maruti Ertiga SHVS ZDI Plus,2017,940000,120000,Diesel,Manual
Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Manual
Ford Figo Diesel Titanium,2012,320000,103994,Diesel,Manual
Toyota Corolla AE,2003,145000,70000,Petrol,Manual
Ford Figo Aspire 1.5 TDCi Titanium,2017,670000,70000,Diesel,Manual
Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Manual
Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Manual
Maruti Zen Estilo LX BSIV,2011,300000,40000,Petrol,Manual
Ford Figo Diesel EXI,2011,300000,80000,Diesel,Manual
Audi Q7 3.0 TDI Quattro,2009,810000,98000,Diesel,Automatic
Tata Indica V2 DLS TC,2009,90000,118000,Diesel,Manual
Maruti Alto LX,2004,100000,100000,Petrol,Manual
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Manual
Mahindra Scorpio Gateway 2WD,2013,459999,120000,Diesel,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,525000,217000,Diesel,Manual
Maruti Wagon R AX BSIV,2011,250000,65000,Petrol,Manual
Hyundai i10 Asta,2012,300000,41000,Petrol,Manual
Maruti Swift ZXI ABS,2005,130000,120000,Petrol,Manual
Maruti Alto K10 LXI,2011,199000,70000,Petrol,Manual
Renault Duster 85PS Diesel RxL Optional,2012,545000,90000,Diesel,Manual
Maruti Ertiga ZDI,2014,570000,80000,Diesel,Manual
Honda City 2017-2020 VTEC,2006,150000,120000,Petrol,Manual
Maruti Alto STD,2009,114999,100000,Petrol,Manual
Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Manual
Renault Triber RXT BSIV,2019,600000,5000,Petrol,Manual
Maruti Vitara Brezza VDi Option,2016,610000,110000,Diesel,Manual
Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Manual
Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Manual
Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Petrol,Manual
Honda Jazz 1.2 V i VTEC,2016,500000,41000,Petrol,Manual
Mahindra Bolero SLX,2011,340000,100000,Diesel,Manual
Mahindra Bolero SLX,2007,245000,110000,Diesel,Manual
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,340000,120000,Diesel,Manual
Maruti Wagon R LXI,2008,221000,35008,Petrol,Manual
Datsun RediGO T,2017,270000,31100,Petrol,Manual
Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Manual
Toyota Etios G Safety,2011,300000,72000,Petrol,Manual
Toyota Etios Liva 1.4 GD,2014,480000,54891,Diesel,Manual
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Automatic
BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Automatic
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,18890,Diesel,Automatic
Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Automatic
Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Manual
Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Automatic
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Manual
Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Manual
Toyota Corolla Altis Diesel D4DG,2010,425000,83585,Diesel,Manual
Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Automatic
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Manual
Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Manual
Hyundai i20 Era 1.4 CRDi,2016,570000,56239,Diesel,Manual
Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Manual
Honda Jazz 1.2 S AT i VTEC,2016,600000,26000,Petrol,Automatic
Toyota Etios GD,2012,415000,90000,Diesel,Manual
Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Manual
Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Manual
Hyundai EON Era Plus,2013,180000,60000,Petrol,Manual
Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Manual
Chevrolet Beat LT,2015,200000,50000,Petrol,Manual
Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Manual
Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Manual
Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Manual
Maruti Alto 800 LXI,2017,310000,15000,Petrol,Manual
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,500000,50000,Diesel,Manual
Chevrolet Beat Diesel,2013,200000,60000,Diesel,Manual
Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Manual
Ambassador CLASSIC 1500 DSL AC,2000,75000,90000,Diesel,Manual
Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Manual
Honda Mobilio RS i DTEC,2015,650000,110000,Diesel,Manual
Maruti Swift VDI,2015,480000,87847,Diesel,Manual
Maruti Alto LXi,2009,140000,35000,Petrol,Manual
Maruti Swift VXI 2018,2018,550000,5000,Petrol,Manual
Maruti Wagon R AMT VXI,2017,380000,29000,Petrol,Automatic
Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Manual
Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Manual
Renault KWID RXL,2017,250000,40000,Petrol,Manual
Maruti Alto LX,2009,120000,17000,Petrol,Manual
Tata Manza Aura Quadrajet BS IV,2012,287000,120000,Diesel,Manual
Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Manual
Mahindra Scorpio 1.99 S10 4WD,2016,950000,60000,Diesel,Manual
Tata Harrier XZ Dark Edition BSIV,2019,1630000,25000,Diesel,Manual
Ford Fiesta 1.5 TDCi Trend,2015,501000,80000,Diesel,Manual
Mahindra Bolero 2011-2019 ZLX BSIII,2014,550000,70000,Diesel,Manual
Maruti Alto 800 LXI,2016,300000,25000,Petrol,Manual
Maruti Wagon R VXI BS IV,2015,300000,50000,Petrol,Manual
Toyota Etios Liva GD,2012,280000,100000,Diesel,Manual
Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Automatic
Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Manual
Chevrolet Sail 1.2 LS ABS,2016,550000,15000,Petrol,Manual
Mahindra XUV500 W8 2WD,2012,700000,100000,Diesel,Manual
Tata Indigo CS eGLX BS IV,2011,181000,70000,Petrol,Manual
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,365000,110000,Diesel,Automatic
Hyundai Santro Xing XO eRLX Euro II,2006,150000,9558,Petrol,Manual
Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Automatic
Hyundai i10 Sportz,2010,210000,110000,Petrol,Manual
Hyundai Verna 1.6 SX,2013,500000,87000,Diesel,Manual
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic
Toyota Etios VX,2017,625000,25538,Petrol,Manual
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic
Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Manual
Tata Zest Revotron 1.2 XT,2017,550000,120000,Petrol,Manual
Maruti Ertiga ZDI,2013,509999,148000,Diesel,Manual
Hyundai i20 Asta 1.4 CRDi,2013,459999,60000,Diesel,Manual
Maruti Alto 800 LXI,2015,310000,18000,Petrol,Manual
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,80000,Diesel,Manual
Maruti Alto LXI,2004,105000,96000,Petrol,Manual
Honda Amaze S i-Dtech,2015,430000,97000,Diesel,Manual
Hyundai i20 Sportz 1.4 CRDi,2013,360000,210000,Diesel,Manual
Volkswagen Vento Diesel Breeze,2012,400000,60000,Diesel,Manual
Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Manual
Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Manual
Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Manual
Tata Indigo TDI,2008,210000,100000,Diesel,Manual
Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Manual
Chevrolet Sail Hatchback Petrol LS ABS,2013,120000,110000,Petrol,Manual
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,35000,Diesel,Manual
Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Manual
Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Manual
Hyundai i10 Magna,2008,200000,40000,Petrol,Manual
Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,Diesel,Manual
Maruti Vitara Brezza ZDi,2017,813000,110000,Diesel,Manual
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000,55000,Diesel,Automatic
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,73000,Diesel,Manual
Maruti Ertiga VDI,2015,650000,100000,Diesel,Manual
Ford Figo Aspire 1.5 TDCi Trend,2015,459999,32000,Diesel,Manual
Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Manual
Ford Figo Diesel EXI,2014,400000,30000,Diesel,Manual
Maruti Swift VDI BSIV,2016,565000,70000,Diesel,Manual
Volkswagen Multivan TDI,2011,2150000,50000,Diesel,Manual
Chevrolet Spark 1.0 LS,2009,150000,80000,Petrol,Manual
BMW 3 Series 320d Sedan,2007,480000,110000,Diesel,Automatic
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Manual
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Manual
Mercedes-Benz E-Class E 250 Elegance,2011,1190000,80000,Petrol,Automatic
Hyundai Santro GLS I - Euro II,2006,140000,100000,Petrol,Manual
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,19000,Diesel,Manual
Hyundai i20 Sportz Option 1.4 CRDi,2015,600000,40000,Diesel,Manual
Mahindra Scorpio S10 7 Seater,2015,1100000,52269,Diesel,Manual
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,120000,170000,LPG,Manual
Maruti Omni E 8 Str STD,2009,120000,140000,Petrol,Manual
Maruti Omni E 8 Str STD,2010,120000,170000,Petrol,Manual
Hyundai i20 Magna,2009,229999,60000,Petrol,Manual
Honda Amaze i-VTEC Privilege Edition,2017,570000,15780,Petrol,Manual
Hyundai Verna 1.6 SX,2014,575000,106000,Diesel,Manual
Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Manual
Hyundai i20 Active 1.4 SX Dual Tone,2015,580000,74000,Diesel,Manual
Maruti Ertiga VDI,2018,875000,35000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2013,500000,70000,Diesel,Manual
Maruti Ciaz ZDi,2015,700000,60000,Diesel,Manual
Ford Figo 1.2P Titanium MT,2016,388000,50000,Petrol,Manual
Hyundai i10 Sportz,2011,225000,80000,Petrol,Manual
Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Manual
Renault Duster 110PS Diesel RxZ,2014,600000,114000,Diesel,Manual
Hyundai i20 Magna,2009,235000,100000,Petrol,Manual
Hyundai i20 1.4 CRDi Asta,2011,350000,100000,Diesel,Manual
Hyundai i10 Sportz,2011,235000,80000,Petrol,Manual
Maruti Alto LXi,2010,190000,35000,Petrol,Manual
Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,79000,Diesel,Manual
Hyundai i20 Asta 1.2,2007,550000,2360457,Petrol,Manual
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Manual
Tata Tigor 1.2 Revotron XT,2017,550000,10000,Petrol,Manual
Mahindra XUV500 W8 AWD,2013,720000,150000,Diesel,Manual
Nissan Micra XE,2011,110000,110000,Petrol,Manual
Maruti Alto 800 VXI,2018,310000,10000,Petrol,Manual
Maruti Wagon R LXI LPG BSIV,2010,150000,70000,LPG,Manual
Tata Indica Vista TDI LX,2012,260000,46000,Diesel,Manual
Hyundai Accent GLS,2002,55000,120000,Petrol,Manual
Maruti Swift VDI,2013,450000,108800,Diesel,Manual
Hyundai i10 Sportz Option,2009,199000,70000,Petrol,Manual
Mahindra Scorpio S3 9 Seater BSIV,2018,1000000,35000,Diesel,Manual
Ford Figo Diesel EXI,2011,240000,72000,Diesel,Manual
Renault KWID RXL,2018,350000,40000,Petrol,Manual
Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000,120000,Diesel,Manual
Chevrolet Spark 1.0 LS,2011,150000,35000,Petrol,Manual
Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Manual
Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Manual
Renault KWID RXT,2015,210000,210000,Petrol,Manual
Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Manual
Hyundai Santro Xing GL Plus,2011,156000,110000,Petrol,Manual
Mahindra Bolero Power Plus ZLX,2016,700000,103000,Diesel,Manual
Maruti Wagon R LXI Minor,2010,194000,577414,Petrol,Manual
Maruti Alto LX,2006,120000,100000,Petrol,Manual
Honda Amaze S AT i-Vtech,2015,415000,45000,Petrol,Automatic
Honda Amaze S AT i-Vtech,2015,450000,45000,Petrol,Automatic
Honda Brio S MT,2014,325000,40000,Petrol,Manual
Mahindra Bolero 2011-2019 Plus AC,2014,525000,200000,Diesel,Manual
Hyundai EON Magna Plus,2017,265000,100000,Petrol,Manual
Maruti Omni 8 Seater BSII,2008,100000,120000,Petrol,Manual
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic
Toyota Etios VX,2017,625000,25538,Petrol,Manual
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Manual
Hyundai i20 Magna Optional 1.4 CRDi,2013,345000,40000,Diesel,Manual
Mahindra Thar CRDe,2018,850000,15000,Diesel,Manual
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Automatic
Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Manual
Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Manual
Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Manual
Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Manual
Tata Indica V2 DLE BSIII,2009,90000,60000,Diesel,Manual
Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Manual
Ford Figo Petrol EXI,2010,160000,90000,Petrol,Manual
Honda Civic 1.8 (E) MT,2006,150000,80000,Petrol,Manual
Maruti Zen Estilo LX BSIV,2010,200000,35000,Petrol,Manual
Toyota Corolla Altis Diesel D4DG,2011,365000,185000,Diesel,Manual
Fiat Punto 1.2 Active,2009,140000,110000,Petrol,Manual
Fiat Avventura Power Up 1.3 Active,2016,360000,100000,Diesel,Manual
Honda City 2017-2020 GXi,2008,200000,110000,Petrol,Manual
Skoda Laura Ambiente,2010,250000,100000,Diesel,Manual
Skoda Laura Ambiente 1.9 PD,2008,229999,110000,Diesel,Manual
Ford Fiesta 1.4 ZXi TDCi ABS,2011,320000,130000,Diesel,Manual
Hyundai Santro Xing XS eRLX Euro II,2003,85000,68300,Petrol,Manual
Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Manual
Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Automatic
Hyundai i20 Magna Optional 1.4 CRDi,2013,345000,40000,Diesel,Manual
Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,19000,Petrol,Automatic
Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Manual
Tata Indigo CR4,2013,250000,100000,Diesel,Manual
Maruti Wagon R AMT VXI,2017,430000,20000,Petrol,Automatic
Hyundai EON Era,2014,225000,35000,Petrol,Manual
Mahindra Thar CRDe,2018,850000,15000,Diesel,Manual
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Automatic
Hyundai i20 Sportz 1.4 CRDi,2014,440000,70000,Diesel,Manual
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,70000,Diesel,Manual
Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Manual
Maruti Swift VDI Optional,2016,600000,47000,Diesel,Manual
Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Manual
Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Manual
Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Manual
Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Manual
Maruti Swift Dzire VDI,2013,420000,105000,Diesel,Manual
Toyota Innova 2.5 EV PS 8 STR BSIV,2011,500000,121941,Diesel,Manual
Tata Tiago 1.2 Revotron XZ,2016,350000,15000,Petrol,Manual
Mahindra Xylo D2 BSIV,2014,280000,100000,Diesel,Manual
Renault Duster 85PS Diesel RxL Optional with Nav,2013,425000,152186,Diesel,Manual
Hyundai i10 Magna,2013,295000,82246,Petrol,Manual
Maruti Swift VXI Optional,2016,540000,20000,Petrol,Manual
Maruti Swift Dzire ZDI,2017,754000,40000,Diesel,Manual
Toyota Innova 2.5 GX 8 STR BSIV,2011,650000,89580,Diesel,Manual
Toyota Innova 2.5 VX 7 STR,2011,550000,250000,Diesel,Manual
Toyota Innova 2.5 V Diesel 7-seater,2011,550000,250000,Diesel,Manual
Ford Figo 1.2P Titanium MT,2019,675000,2789,Petrol,Manual
Ford Freestyle Titanium Plus Diesel,2018,700000,35278,Diesel,Manual
Ford Freestyle Titanium Diesel,2018,795000,2860,Diesel,Manual
Toyota Innova 2.5 VX 7 STR,2010,515000,200000,Diesel,Manual
Mahindra KUV 100 G80 K4 Plus,2018,450000,20000,Petrol,Manual
Hyundai Getz 1.1 GVS,2008,155000,60000,Petrol,Manual
Toyota Etios VXD,2011,350000,100000,Diesel,Manual
Ford Figo Diesel Titanium,2011,250000,78562,Diesel,Manual
Hyundai Verna 1.6 SX,2011,450000,96000,Diesel,Manual
Hyundai Verna 1.6 SX,2011,450000,96000,Diesel,Manual
Maruti 800 EX BSII,2003,55599,36088,Petrol,Manual
Hyundai i20 Sportz 1.4 CRDi,2014,420000,50000,Diesel,Manual
Toyota Etios Liva GD SP,2012,315000,100000,Diesel,Manual
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,750000,40000,Diesel,Manual
Datsun GO T Option,2020,450000,10000,Petrol,Manual
Maruti Swift Vdi BSIII,2008,175000,60000,Diesel,Manual
Hyundai i20 Active SX Petrol,2019,650000,10000,Petrol,Manual
Maruti Ertiga ZDI Plus,2018,1050000,10000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2011,375000,35000,Diesel,Manual
Hyundai Santa Fe 2WD MT,2014,1100000,80000,Diesel,Manual
Mahindra XUV500 W11 BSIV,2019,1550000,28000,Diesel,Manual
Ford Figo Aspire 1.5 TDCi Sports Edition,2017,620000,35000,Diesel,Manual
Jeep Compass 2.0 Limited 4X4,2017,1511000,32000,Diesel,Manual
Maruti Wagon R LXI,2003,135000,40000,Petrol,Manual
Hyundai Verna 1.6 SX CRDi (O),2011,375000,35000,Diesel,Manual
Renault KWID RXL,2019,320000,10000,Petrol,Manual
Mahindra XUV500 W11 AT BSIV,2019,1650000,25000,Diesel,Automatic
Maruti Alto K10 VXI,2016,320000,50000,Petrol,Manual
Maruti Swift Dzire Zdi BSIV,2012,400000,129000,Diesel,Manual
Mahindra XUV500 AT W10 FWD,2015,900000,100000,Diesel,Automatic
Maruti Alto 800 LXI,2018,310000,30000,Petrol,Manual
Tata Nexon 1.2 Revotron XM,2018,595000,28000,Petrol,Manual
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Manual
Mahindra Verito 1.6 G6 Executive BSIII,2013,350000,70000,Petrol,Manual
Tata Indica Vista TDI LX,2013,275000,110000,Diesel,Manual
Maruti Eeco 5 Seater AC BSIV,2019,420000,10000,Petrol,Manual
Hyundai Verna CRDi SX ABS,2008,250000,110000,Diesel,Manual
Maruti Swift Ldi BSIV,2007,250000,100000,Diesel,Manual
Mahindra Scorpio VLX 2WD BSIII,2008,290000,120000,Diesel,Manual
Hyundai Xcent 1.2 Kappa AT SX Option,2016,525000,60000,Petrol,Automatic
Mahindra Scorpio LX 2.6 Turbo,2008,250000,110000,Diesel,Manual
Hyundai Santro Xing XL,2007,90000,64000,Petrol,Manual
Maruti Celerio VXI,2017,430000,10000,Petrol,Manual
Maruti Baleno Zeta 1.2,2017,630000,35000,Petrol,Manual
Tata Tigor 1.2 Revotron XZ Option,2018,550000,23000,Petrol,Manual
Maruti Swift VDI,2019,630000,15000,Diesel,Manual
Mahindra TUV 300 Plus P4 BSIV,2018,850000,20000,Diesel,Manual
Mahindra Bolero SLX 2WD,2011,455000,90000,Diesel,Manual
Mahindra Bolero SLX 2WD,2011,445000,90000,Diesel,Manual
Hyundai i20 Sportz 1.4 CRDi,2013,370000,80000,Diesel,Manual
Hyundai Grand i10 Sportz,2016,500000,50000,Petrol,Manual
Tata Indica DLS,2005,95000,50000,Diesel,Manual
Tata Indica Vista TDI LX,2012,140000,185000,Diesel,Manual
Maruti Swift VXI,2019,550000,40000,Petrol,Manual
Renault KWID 1.0 RXT Optional,2017,300000,30000,Petrol,Manual
Tata Indigo CS eLX BS IV,2011,150000,120000,Diesel,Manual
Maruti Wagon R VXI BS IV,2011,229999,500000,Petrol,Manual
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,880000,46000,Diesel,Manual
Toyota Fortuner 3.0 Diesel,2011,900000,120000,Diesel,Manual
Mahindra Scorpio S2 9 Seater,2015,720000,80000,Diesel,Manual
Hyundai i20 Magna 1.4 CRDi,2016,550000,90000,Diesel,Manual
Mahindra Scorpio S2 9 Seater,2015,720000,90000,Diesel,Manual
Hyundai Santro Xing XL,2006,70000,80000,Petrol,Manual
Maruti Swift VDI BSIV,2016,535000,70000,Diesel,Manual
Hyundai Xcent 1.1 CRDi Base,2015,320000,91000,Diesel,Manual
Hyundai i20 Sportz Option 1.4 CRDi,2015,500000,90000,Diesel,Manual
Maruti Ertiga VDI,2014,525000,110000,Diesel,Manual
Renault KWID 1.0 RXT BSIV,2019,220000,90000,Petrol,Manual
Tata Tiago 1.2 Revotron XT,2018,350000,50000,Petrol,Manual
Mahindra TUV 300 mHAWK100 T8,2016,530000,60000,Diesel,Manual
Maruti Alto 800 LXI,2013,215000,35000,Petrol,Manual
Volkswagen Vento Diesel Highline,2012,335000,100000,Diesel,Manual
Hyundai Xcent 1.1 CRDi Base,2015,320000,90000,Diesel,Manual
Ford Figo Diesel LXI,2011,135000,120000,Diesel,Manual
Maruti A-Star Vxi,2009,175000,95000,Petrol,Manual
Mahindra Bolero 2011-2019 ZLX,2017,800000,35000,Diesel,Manual
Tata Indica GLS BS IV,2007,78000,38000,Petrol,Manual
Honda City i VTEC VX,2014,565000,56000,Petrol,Manual
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,575000,50000,Diesel,Manual
Hyundai EON Era Plus,2014,170000,70000,Petrol,Manual
Maruti Alto 800 VXI,2014,250999,30000,Petrol,Manual
Mahindra XUV500 W10 2WD,2015,950000,188000,Diesel,Manual
Honda City i VTEC E,2014,650000,60000,Petrol,Manual
Tata Safari Storme EX,2013,550000,133000,Diesel,Manual
Toyota Innova 2.5 E Diesel PS 7-Seater,2010,650000,160000,Diesel,Manual
Mahindra XUV500 W8 4WD,2013,800000,150000,Diesel,Manual
Maruti Alto 800 VXI,2020,250999,30000,Petrol,Manual
Maruti Alto 800 LXI,2013,170000,60000,Petrol,Manual
